review,rating
disappointing film walter pidgeon hunter goes germany assassinate hitler discovered coerced signing document stating acted orders england refusal sign document brings us plot filmbr br pidgeon pursued back england evil george sanders cohort john carradine speaks little always embodiment wickedness personifiedbr br along way pursued pidgeon meets joan bennett latter displaying wonderful cockney accentbr br story gets bogged somewhat love develops two approach world war 11 realism becomes object daybr br nearending scene cave sanders pidgeon nicely realized know arrow going go tobr br interesting pidgeon fleeing nazi germany meets young roddy mcdowall one pidgeons many costars year memorable green valley green man hunt,0
kind movie hollywood needs make extravagant props car chases clever oneliners people dealing peoplebr br william macy plays unlikely hitman works father donald sutherland macy dutiful son sutherland domineering father son wants business father wont let macy loves son played beautifully david dorfman ring also starts fall love neve campbell girl meets waiting room psychiatrists officebr br interesting juxtaposition characters film follows reluctant killer balances needs family many touching scenes especially macy little boy youd expect film william macy theres bit humor toobr br excellent job around actors director nice know still make good film hollywood small budget,1
production quite surprise absolutely love obscure early 30s movies wasnt prepared last 25 minutes story chance youre convinced first half hang finale course must look blatant racism purely topical fascinating viewing experience think cats paw available videodvd yet watch pbs listings,1
went movie group play going cancelled without doubt one worst movies ever dont like cultmovies nothing happens film one feel connection characters whatsoever endless times without dialog car thay carry huge tent beds chairs clothing every day car two seater say however scenery beautiful movie director made photoshoot movie could skip 80 minutes useless time nothing happens anywaybr br would recommend waste time,0
im amazed hospital wellreceived critics public found dreary visually ugly generally meaningless first virtually unwatchable 40 minutes film improve relatively remains way farfetched mention unfunny successful satire little substance succeed drama films uncertain tone biggest fault overshadowing even scotts terrific usual performance,0
sister said movie gonna good second thoughts watched actually funny basically movie made weird girl goes small town one likes wants go get reading aunts go easy movie come across hilarious humor witch book spellsrecopies mentally challenged uncle dog understand meaning word freak anyways hope run right try find really old movie hope like total give 0 im totally joking ill give 9 hope understand laugh scream may offendedbr br love truly dakota email dakota_loves_ithot mailcom wanna,1
kidding theres scene movie hobo hits head tunnel keystone explodes fireball though million pieces made kid front scream terror grated filmbr br film might serve convince children santa clause evil helpers ugly misanthropic overthetop mean santa anagram satan appears 200000 elves begin singing santa clause coming town though druid war chant reflection movies rosebud object jingle bell whispers hints cant hear ringing doubtdoubt old saint nick appears looking like stoic donald sutherland face glowing like moses k10c hear speak thundering voice sounds less like jolly old elf like james earl jones voice sloweddown 20 frighteningbr br syrupy music outofplace boring repetitive doesnt follow emotional threads titanics effective score seems thrown certain points order generate feelings warmth magic fails stir partly doesnt match imagery film musical train wrecks pun intended nowhere eerie symphonic score slams abruptly happy childvoiced polka title locomotive makes whole movie sound like rushed production br br finally agree reviewers well dead everyone looks seem little macabre times motioncapture technique good allowing kings islandlike rollercoaster train sequences look convincing distance close real actors used overall nice eyecandy killing time front tv much else,0
work library expected like movie came 5 years ago well liked parker posey lot shes wonderful actress omar townsend really cute boyfriend couldnt act look like cares movie bad wasnt funny cute much anything posey kept movie afloat energy learned dewey decimal system overnight shelves tons books beat music come also problem way looked became fullfledged librarian endhair bun glasses sense humorcan let stereotype go please worth seeing posey townsend thats tv series much better,1
movie simply amazingthe writing incredible well directing actingthe story instantly gets interestedthis movie one movies heart pounding whole timeas always damian chapa brillianthis screen acting powerful hollywood actorthe cast film perfecteach character made story completethe cinematography captivating uplifted moviei totally stuck screen couldnt stop watching itthere getting popcorn anythingthis movie one best yearmaybe even bestdefinitely rent moviei recommend movie u want see great filmaking pure entertainment,1
enough enoughsometimes need stop making movies based concept long dead first tremors movie great second one ridiculous third one nauseating tv series depressingly awful movie drives stake deeperbr br basically another excuse cheap computer effects puppetry series set wild west 1800s fight graboids like rehash first one learn beat mildly entertaining suppose otherwise straighttovideo release like tremors 2 3 going way far oh continue wonder never record events taking placedid simply forget record unprecedented event think something like would historymaking pals first film wouldnt unprepared br br movies like ruin original make crazy avoid garbage,0
ulysses film way compared novel two entirely different entities however said film still manages maintain many elements made book work since visual medium difficult pull streamofconsciousness think best film could made material someone routinely rants films like literary counterparts recommend book movie still entertaining,1
watch mary mcdonnells performance closely body language fine body movements subtle powerfully effective reactions accomplished artist top craft rest cast pretty damned good obr br perhaps 3rd 4th viewing see time world coming anyway r,1
sorry folks love ray bolgers work one thing aint leading man maybe pretend hes last man earth romantic plot might work comeon br br heres movie exists simply showcase title song big hit basie band year 1951 pretty nifty singing dancing save total disaster br br however story line pathetic even 1952 musical comedy standards songs equally forgettable evening paris cologne dialogue embarrasses stars day bolger claude dauphins boyeresque charms keep character three dimensionalbr br enjoy movie video br br fast forward dialoguebr br b surrender doris days vocals ray bolgers looselimbed footwork dont miss dauphins hilarious take rainsoaked windswept reprise april parisbr br c finally keep couple bottles cabernet chilled handybr br bob raymond,0
michelle pfeiffer matthew modine joy watch screwball comedy alec baldwin coming star film made hoot dean stockwell sendup john gotti hysterical mercedes ruehl paranoid top connie steals moviebr br jonathan demme previously known wacky comedies like something wild melvin howardproves genius surprised went win oscar directing silence lambs performances evokes actors married inspired audience taken along wild wooly ridebr br one cutest endearing films 80s stands head shoulders many satires era,1
waqt perfect example chicken soup exactly soul broth unfortunately lost actual taste thanks excess dilution garnishing went makingbr br whats surprising disappointing waqt comes director stayed away usual clichés hindi cinema first venture second outing gives stereotype film formulas vipul shah conviction show something implausible blind men robbing bank aankhen fails induce life entire packaging waqt based something conceivable fatherson relationship adopted gujarati play aavjo vhala fari malishu waqt sensible storyline social message back mature look fatherson relationship fathers unconditional love towards son sons responsibility towards family ishwar chand sharawat amitabh bachchan established entire empire scratch leads affluent life wife sumitra shefali shah son aditya akshay kumar never need strive anything since got everything tailormade spoonfed life ishwars pampering spoil morebr br aditya dreams turning superstar nothing make dreams come true meanwhile marries ladylove mitali priyanka chopra ishwar hopes marriage make aditya responsible man disappointed aditya still blithe best leading carefree lifebr br endurance limit finally collapses ishwar expels aditya house sudden change attitude affectionate father towards expecting wife baffles aditya option left strive livelihood wife unborn kid starts turning independent man rift relationship father growsbr br story simplistic uncomplicated screenplay elementary approach one easily identify relate credible characters father son one two least might come across individuals like somewhere real lifebr br add director vipul shahs easy handling screenplay family affair like director place would added tons melodrama proceedings per cinematic laws bollywood family dramas turning film compulsive tearjerker however shah excels effortless handling emotions part filmbr br clearcut example unpretentious direction palpable preinterval scene father expels son house rather frivolous manner purpose scene achieved without blotting brunt audiences brains ditto scene second half wherein separated father son flippant conversation thats differentiates waqt kabhi kushi ghum ek rishtaa fact places one level high terms treatmentbr br gaining distinction points one may wonder waqt still fail problem lies fact waqt distinguishes others league terms treatment gives glitches terms packaging director forcing songndance every first half theres johar kinda shaadi song chopra kinda holi song father son disco dandia song dream song dream come true song inducing sufficient yawns viewer picture father ousted son house son dreaming song moroccan mountains wife place reason audience seatbr br film drags first half actual story starts second half director wasted much waqt unnecessary elements much talked dog chase sequence isnt bad redeeming either however akshay kumars taandav dance simply ridiculous imagine qualifies star hunt movie unintentionally hilarious histrionic add climax set finals starhunt son bursts emotions thats archetypal also editing pattern could reversed conceal fathers reason change attitude towards sonbr br anu maliks music fine though unnecessary proceedings santosh thundiiayils camerawork competent enough though much demanding aatish kapadia come good dialogs dramatic momentsbr br boman irani rajpal yadav make light moments film efficiently rajpal yadav going overboard comic histrionics many films lately time underplays character completely restrained deadpan expressions perfectly complimented bomans overthetop histrionicsbr br shefali shah convincing mothers role taken censure flawless playing looking character priyanka gorgeous performs part wellbr br course major applause deserves akshay kumar amitabh bachchan akshay especially expressive scene doting father intentionally berates make aware responsibilities though bachchan goes bit dramatic couple scenes brilliance strikes throughout filmbr br sum waqt like soup whose ingredients tasty nutritional final recipe somehow isnt much appetizing,1
untold origin lone ranger shows became rangerbr br legendary bomb idea bad onereinvent introduce lone ranger 1980s audiences right bat though problems studio ordered clayton moore original ranger stop appearing anywhere lone ranger led nasty little battle made headlines know people refused see film moore treated also hired awesomely untalented klinton spilsbury play ranger spilsbury handsome muscular absolutely charisma couldnt act fact whole vocal performance redubbed another actor also screen antics public drunkenness beating people didnt help matters acting aside script dull slow also ranger doesnt show hour complaints time movie violent pg however dont think badbr br things done right herethe photography truly beautiful michael horse excellent tonto christopher lloyd lots fun villain lone ranger finally shows william tell overture booming soundtrack really rousing boring terrible attempt bring back lone ranger easy see bombed 4mostly photography,0
typically elaborately crafted hbo production firstrate cast rich smalltown atmosphere nice narrative vignettes graced average production valuesbr br thats huge various subplots peopled likable mostly annoying caricatures paperthin go dull stretches three long hoursbr br often silly story veers uneasily melodrama without entertaining enough personal drama without profound allbr br shame scenes really shine two three isbr br 4 10 grubby paul newmans,0
movie isnt bad untilbr br main problem ending pretty major spoilerbr br time made beautiful movie get lot rightbr br howeverbr br book sam succeeds lives dream whereas movie gives goes back city completely destroying put mind theme bookbr br movie desecration instead remaking classics dont need redone hollywood types havent better ideas one right time,0
pretty incoherent movie man belonged left 1960s superficially hippie religious cult fights sixteen years later man child one cultists raid police hidden away taken another man named hawk lives small cabin river cult kills followers people town hard keep track characters time period scenes supposed taking place leader gets paroled sixteen years later got box missed amount time movie nobody made look older noticeably anywaybr br one murder done large circular logging saw others done knives crossbow never heard title characters name mentioned movie hes one overacts hooting holleringbr br movie patched together pretty poorly voiceover helping much explain going sound effects pretty bad man getting punched hear sound whip cracking woman fires gun dont hear fire hear ricochet instead doesnt seem done comical effect,0
watched movie tried figure bothered making though main plot movie potentially good sorts unrelatedunnecessary subplots marketing people hollywood must dictated multiple bad guys perpetual doublecrosses man woman get close sex odd see sex president mistress many plots subplots make film broad none characters properly developed really didnt feel like knew character except everyone corrupt evil ending totally incomplete left wanting might supposed end really explanation anyone except serve additional corrupt characters commit doublecross im surprised many established good actors agreed make hollow movie seemed like movie made college students working 2nd 3rd projectbr br dont waste time unless film class want example making movie,0
time future many aware day final movie legendary actor edward g robinson solent green becomes landmark classic many film buff environmentalist believe eventual history movie taken novel entitled make room make room whos working title changed solent green story concerns earth evolves future worlds environmental problems becoming nothing short catastrophic planets natural resources exhausted basic food reduced simple staples come variety colors solent yellow solent red solent green however know real ingredient solent green cringe culpability fear divine retribution first food executive named william r simonson joseph cotton upon death dedicated police detective called robert thorn charleston heston seeks truth behind apparent suicide although corruption goes way top begins simonsons bodyguard tad fielding chuck connors security chief donnovan roy jenson target thorn waste desposal factory thorns boss lt hatcher brock peters believes suspicions warns higher hot want case closed thorn risk job easy way thorn discovers marks death like film awaits final warning,1
fond film kept guessing till end would happen one better movies partition seen urmila matondkar gorgeous one personal downtoearth films ive seen partition little less mainstream gadar really emotional roller coaster start one opinion going come completely one side isnt typical bollywood fare rather arthouse type film best part movie doesnt dehumanize one side partition conflict focusing story another doesnt blame castigate rather lets draw conclusions things,1
theres thin line theatrical plain forced forced acting forced takes forced plot even forced photography theres people say movie develops way asia dont see kind forced elements seven samurai sonatine theres thin line fiction every work art way fiction unlikelyin personal way dont feel anything movie doesnt take anywhere cant believe fictional world proposed doesnt feel right theres something doesnt click,0
chuck joness hare conditioned fast paced often hilarious cartoon pitting bugs bunny strange yellowskinned apartment store manager wants stuffed hare conditioned takes full advantage multipurpose setting chase takes bugs pursuer variety departments leading inspired gag quickly emerge various departments wearing whatever clothes associated part store great gag trumped however truly inspired sequence involving elevators bugs disguised elevator boy tricks store manager relentlessly getting elevators wrong time brilliant climactic set piece unfortunately gives way funny final gag time however hare conditioned made mark one great chase films bursting wild energy bugs becoming refined cartoons period hare conditioned showed could still appealing anarchic character,1
movies unlucky films obviously thrived lot goodwill handful potentially great ideas simply didnt budgetary means andor professional cast crew members disposal make happen strangeness definitely belongs category really want like even tolerant undemanding 80s horror fanatics admit film barely reaches level mediocrity due atmosphere cheapness clumsy stopmotion effects impenetrably dark cinematography strangeness fairly original plot setting okay similar boogens sincerely doubt director david michael hillman intentionally ripped fellow insignificant 80s bmovie players deliver enthusiast performances even though theyre miscast assembly amateur speleologists go expedition explore infamous gold spike mine many years ago several miners mysteriously died place abandoned ever since theres supposed much gold hidden remain closed forever shortly descended mine group members one one encounter slimy ruler gold spike mine lovecraftian monster tentacles incredibly cheesy way moving forward throughout running time strangeness boring incompetent mess difficult follow due complete lack lighting characters uninteresting mine remains mystery lighting effects come helmets speleologists theres little action horror experience first hour director hillman cleverly grasps viewers attention showing bits pieces monster regular intervals soon catch first glimpse monsters tentacle youre doomed keep watching till end creature realized stopmotion effects usually adore worship case look extremely weak pitiable person responsible special effects paid attention work ray harryhousen death sequences largely occur offscreen theres little suspense throughout whole movie horror flick setting like benefice claustrophobic atmosphere unidentifiable sound effects strangeness lacks biggest trump film unquestionably beautiful appearance blond actress terri berland resembles speleologist much resemble mother theresa surely looks good tight white top beige pants,0
one favorite movies nostalgic ending movie sullivan family obviously michael sullivan father one main members mafia killer say way expert one one kids wants know work father terrible mistake hides fathers car well sees tom hanks action say waybr br mafia doesnt rules mafia nobody wins want take course see anyone works mafia giant house best car world whatever like make wrong work make something boss doesnt want youre fired killedbr br see mean movie sullivan jr sees something didnt see well almost family gets killed wrong thing son movie really entertaining see sullivans live chased mafia kinda thatbr br movie kinda sad shows us revenge dirty works people almost everything like hopefully guy reading comment doesnt works mafia work mafia make favor get hell country get killed boss workersbr br movie receives 1010,1
hollywood believed navy nothing bludge though sailors may complain chorus monotony ocean seems oceanic duties completely nonexistent somehow fred astaire finds enough free time day offer dancing classes fleet wouldbe romantics world astaire rogers mark sandrichs previous film top hat 1935 completely ignored great depression bringing america knees presented audiences glittering world rich famous films optimistic outlook life perhaps contributed success likewise sandrich deliberately forgets life naval officer difficult draining instead substitutes duties sailor assortment catchy lightweight musical numbersbr br bake baker astaire sherry martin rogers two former dance partners whose romantic relationship fell apart latter rejected marriage proposal bake returns several years duty navy finds sherry dance hostess unsophisticated san francisco ballroom two former lovers alternately attempt woo rebuff sherrys plain musicteacher sister harriet hilliard looking really quite pretty receives complete makeover tries charm superficial sailor bilge bilgey smith randolph scott plenty usual screwball comedy shenanigans moments mistaken identity even hilarious trained monkey steals every scene particularly amusing scene bake sabotages performers audition order create window estranged girl unluckily unfortunate sherry drinks bicarbonate soda loses ability singbr br follow fleet 1936 fifth winning collaboration fred astaire ginger rogers third five sandrich directed pair irving berlin provided films music lyrics musical number enjoyably lighthearted entertaining even arent quite memorable top hat 1935 swing time 1936 shall dance 1937 astaire attempts break free typical richmanabouttown persona without much success hard imagine performer without boyish carefree charm could accompany considerably wealthy sideplot romance connie bilge works well antics two main stars harriet hilliard wearing brunette wig avoid clashing gingers blonde hair couple emotional solo numbers including get thee behind satan originally written top hat,1
movie excellent concept story got sidetracked large number clichéd subplots hackneyed unrealistic portrayed characterizations performances frankly implausible highly coincidental mention convenient plot points move story inexorable finishbr br lack anything marked lead actually gay coincidental references crow bar hes gay troubling wouldnt hurt actually show something even meet friend drinksbr br worth checking merits isnt much even years movie released way movies feature lead gay significant gay plot line also africanamericans worth checking wouldnt look hard wouldnt waste time looking rental premium rental,0
iam sure discussing television series exactly comments drawn tohowever television lone ranger really made name himselfiam even referring original radio broadcasts masked rider plainsiam though referring point little boy 9 10 years oldi see moviethe lone rangerand never forgot iti recall line moving toward paramount theaterthe theater located theater districtif remember correctlyit directly acrossgoing east west building ball drops new years evethis course anybody doesnt know new york cityhigh street roof tops time maybe even still today huge billboards would advertise shown onit point time looked never impressed looked billboard see lone ranger across roof topsit greatit made impression never forgottenthat day went see lone rangerit story lone ranger bornthe terrible ambush texas rangers rode subsequent rebirth one fallen heroesit film learn lone ranger shoot kill injure let law judgethat type thinking worthwhile might good learn something historythis learn tonto discovers fallen ranger upon seeing symbol boyhood friendship lone ranger established years earlier younger person came aide injured young person tontofor aide given tonto gave faithful friend symbol thanks part necklace tonto recognizedtonto saidyou kemosabethe lone ranger saidkemosabethat familiarthen tonto tells story trusty scoutthe meaning kemosabei think lone ranger one true heroes silver screen one great heroes televisionit also stated respected individuals clayton moore jay silverheels sought live lives according legend lone rangerit may well inspiring story story lone ranger faithful companion tontoi pleased ability find buy dvds stayed saturday morning watched many episodes availablelong live lone ranger faithful companion tontohiho silver,1
read reviews film found disappointing confused loss understand beginning found remarkable experience complete joy watchbr br spoiler opening titles overlay beautiful visual evolutionary process introduces story serene sweeping style film isnt process though concerns charles darwins struggle conscience love wife deceased daughter search truthbr br appearances daughter manifestations tormented mind knows killed god daughter adult making adult comments work torturing darwin personal doubts way responsible death husband wife real life paul bettany jennifer connelly give truly wonderful performances charles emma darwin martha west annie bettanys size awkward gait give darwins character genuine sense reality whilst connelly seems comfortable english accent occasionally somewhat severe personabr br easy misunderstand times film resides grip religion society inner struggles man like darwin must endured seek truth witnessed science religion always awkward bedfellows although didnt cost life many earlier men women science put barrier husband wife fact faith film portrays barrier supremely wellbr br give creation ten stars think beautiful profound superbly well acted genuine noextraneousfrillsrequired look one worlds true geniusesbr br seems obvious everyone today well almost everyone see bill mahers wonderful religulous hidden millennia truth discovered undoubtedly painful many creation examines pain realisation possessbr br wonderful cinematic experience,1
bela lugosi god transvestites discussed movie straightlaced 1950s golly must ed wood filmbr br watching movie felt combination guilt pleasure nausea time story glen ed wood crossdressing alterego glenda somehow movie made could see kevin kline playing glenglenda notice crossdressers alter egos versions male name glenglenda robertroberta etc attempts sympathetically portray mental disorder rather graphic perversion br br somehow wood manages sneak bondage sm sequences initial story glenglenda along racy scenes satan shows obviously bad hair day dialog pace nonexistent film enjoyable context weird world ed woodbr br sterno says put favorite lace panties one,0
ok good american pie erick stifler goes college buddy cooze arrival meet erics cousin dwight two pledge become betas along way get involved whole lot sex tits hot girls along way words lot sex nudity alcohol good movie want enjoy american pie movie granted isnt great first three good movie enjoy hot girls really nice tits get movie enjoy seeing bunch dudes making assholes go movie want see full thing get unrated addition one last thing better attempt last two american pies,1
casting bone pick david jannsen 38 playing father robert drivas 31 yeah realize hes supposed college clues script loafer hes probably 2425 script still puts jannsen parenting classes junior high assume ama wrote medical miracle 1938 year medicine movie hasnt aged well main appeal see snap shot sin city circa 1969 incessant smoking weird hair drivas atomic comb makes resemble wellgroomed hip cousin trendy fashions went along anyone remembers lv wasnt exactly london city coddled mob codger gamblers days drivas comes sexually ambiguous dad thinks might gay sad irony drivas died aids 47 soapy conflict generation gap issue ahem one may call 7 years gap sonny boy wants man dad wants pull casino caesars palace plies girls including hornyformoney edy williams interestingly enough son doesnt seem mind thought gay unusual time cute brenda vaccarro nearby swoon platonically nudity awfully lame needed pull audience r rating early days mpaa rating system gmr16 x editing horrible theres stupidsilly overdubs committee late 60s neoavantegarde comedy troupe mercifully faded map within couple years rickles board blackjack dealer seemingly preparing role floor manager much better casino two decades later give anything away wouldve dealt mr rickles character power tools hole desert back curiosity best far joshua logans usual caliber work dosdias go watch casino,0
first movie ive seen john singleton pretty good director movie starts bunch incoming freshman shows happens several omar epps plays track star partial scholarship hard time keeping work friends ice cube beings dating tyra banks kristy swanson rich girl date raped becomes friends jennifer connelly lesbian isnt sure way go michael rapaport kid idaho falls group neonazis leader cole hauser three main characters laurence fishburne political science professor tries help great film unfortunate studio make several cuts movie,1
swept series surely sea would sweep grip although started slowly found realism depicting ship variety characters lively dialogue keep watching protagonist destined challenged grow change voyage wanted disappointed series took humor tragedy everything inbetween often scene breath wealth emotional overlaying interaction expressionrelentless compelling observe movement ship added almost fanciful component many scenes making characters ill one moment adding humor nextbr br edmund talbot complex character likes dont see often may know captain stands mr prettiman older men set ways talbot young arrogant still learning testing tested struggled getting along others made mistakes like real person would heart could touched grew hardtaught experience appreciate excellent characterization rare movies television,1
